Artist ID,Artist Name,Popularity
4OBJLual30L7gRl5UkeRcT,T.I.,83
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,89
3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,80
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,80
3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,81
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,87
4dpARuHxo51G3z768sgnrY,Adele,88
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,87
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,82
0TnOYISbd1XYRBk9myaseg,Pitbull,88
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,81
7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,81
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,80
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,88
0A0FS04o6zMoto8OKPsDwY,YG,82
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,83
1ZwdS5xdxEREPySFridCfh,2Pac,84
5gCRApTajqwbnHHPbr2Fpi,Juicy J,82
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,80
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,80
21mKp7DqtSNHhCAU2ugvUw,ODESZA,81
1r4hJ1h58CWwUQe3MxPuau,Maluma,91
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,86
21dooacK2WGBB5amYvKyfM,Smokepurpp,81
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,88
4LLpKhyESsyAXpc4laK94U,Mac Miller,81
3q7HBObVc0L8jNeTe5Gofh,50 Cent,85
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,79
1VPmR4DJC1PlOtd0IADAO0,$uicideBoy$,82
4RSyJzf7ef6Iu2rnLdabNq,Willy William,89
4SsVbpTthjScTS7U2hmr1X,Arcangel,88
31TPClRtHm23RisEBtV3X7,Justin Timberlake,86
2ye2Wgw4gimLv2eAKyk1NB,Metallica,86
0EmeFodog0BfCgMzAIvKQp,Shakira,90
738wLrAtLtCtFOLvQBXOXp,Major Lazer,90
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,82
5y2Xq6xcjJb2jVM54GHK3t,John Legend,86
2qxJFvFYMEDqd7ui6kSAcq,Zedd,86
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,80
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90
67nwj3Y5sZQLl72VNUHEYE,Wale,81
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,84
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,86
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,78
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,81
4AVFqumd2ogHFlRbKIjp1t,Alesso,87
6FBDaR13swtiWwGhX1WQsP,blink-182,83
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,86
3E6xrwgnVfYCrCs0ePERDz,Wisin,91
1vCWHaC5f2uS3yhpwWbIA6,Avicii,91
540vIaP2JwjQb9dm3aArA4,DJ Snake,87
3Gm5F95VdRxW3mqCn8RPBJ,AminÃ©,80
26AHtbjWKiwYzsoGoUZq53,Pentatonix,81
7oPftvlwr6VrsViSDV7fJY,Green Day,85
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,86
36QJpDe2go2KgaRleHCDTp,Led Zeppelin,84
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,91
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,80
4yBK75WVCQXej1p04GWqxH,Jeezy,79
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,83
5LHRHt1k9lMyONurDHEdrp,Tyga,83
718COspgdWOnwOFpJHRZHS,Luke Combs,78
2C6i0I5RiGzDKN9IAF8reh,Banda Sinaloense MS de Sergio LizÃ¡rraga,83
1dfeR4HaWDbWqFHLkxsg1d,Queen,87
2ODbg2404zUzTi02qIPEjB,Tay-K,78
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,82
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,84
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,82
0C0XlULifJtAgn6ZNCW2eu,The Killers,85
6y8XlgIV8BLlIg1tT1R10i,Old Dominion,78
3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,79
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,78
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,84
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,85
4IWBUUAFIplrNtaOHcJPRM,James Arthur,86
4qBgvVog0wzW75IQ48mU7v,KYLE,80
1GxkXlMwML1oSg5eLPiAz3,Michael BublÃ©,84
6yJCxee7QumYr820xdIsjo,Zac Brown Band,78
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,81
74XFHRwlV6OrjEM0A2NCMF,Paramore,83
5Berubt6ysOy2LCMyqhmXP,YFN Lucci,77
4BYxqVkZyFjtik7crYLg5Q,Chris Young,77
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,81
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,87
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,89
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,77
0u2FHSq3ln94y5Q57xazwf,Keith Urban,78
45eNHdiiabvmbp4erw26rg,Illenium,81
0z4gvV4rjIZ9wHck67ucSV,Akon,84
711MCceyCBcFnzjGY4Q7Un,AC/DC,85
3ApUX1o6oSz321MMECyIYd,Quinn XCII,79
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,82
21E3waRsmPlU7jZsS13rcj,Ne-Yo,83
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,85
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,86
6Dd3NScHWwnW6obMFbl1BH,Daya,83
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,80
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,85
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,82
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,77
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,83
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,88
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,79
4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,78
3e7awlrlDSwF3iM0WBjGMp,Little Mix,87
5M0lbkGluOPXLeFjApw8r8,DRAM,79
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,81
2mxe0TnaNL039ysAj51xPQ,R. Kelly,81
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,84
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,86
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,77
5ndkK3dpZLKtBklKjxNQwT,B.o.B,80
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,83
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,78
4olE3I5QU0dvSR7LIpqTXc,watt,83
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,76
1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,76
6KImCVD70vtIoJWnq6nGn3,Harry Styles,83
6olE6TJLqED3rqDCT0FyPh,Nirvana,84
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,78
0SCbttzoZTnLFebDYmAWCm,Glee Cast,81
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,80
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,81
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,81
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,77
10exVja0key0uqUkk6LJRT,Vance Joy,82
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,80
3jOstUTkEu2JkjvRdBA5Gu,Weezer,79
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,79
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,78
2R21vXR83lH98kGeO99Y66,Anuel Aa,86
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,82
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,81
6UBA15slIuadJ8h2lPRPos,Tech N9ne,77
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,78
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,80
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,83
5vngPClqofybhPERIqQMYd,George Strait,76
64aJYyrXljOodnUG6jvhRD,DJ Luian,87
6MDME20pz9RveH9rEXvrOM,Clean Bandit,86
0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,77
0jnsk9HBra6NMjO2oANoPY,Flo Rida,83
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,76
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,82
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,83
5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,76
3mIj9lX2MWuHmhNCA7LSCW,The 1975,81
2FXC3k01G6Gw61bmprjgqS,Hozier,81
7pFeBzX627ff0VnN6bxPR4,Desiigner,81
26dSoYclwsYLMAKD3tpOr4,Britney Spears,83
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,84
7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,78
0bdfiayQAKewqEvaU6rXCv,MÃ˜,84
3EXdLajEO02ziZ90P90bSW,Lil Xan,78
3Isy6kedDrgPYoTS1dazA9,Sean Paul,87
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,80
1CFCsEqKrCyvAFKOATQHiW,Lecrae,76
0NbfKEOTQCcwd6o7wSDOHI,The Game,80
3crnzLy8R4lVwaigKEOz7V,E-40,77
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,82
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,87
74cb3MG0x0BOnYNW1uXYnM,Hillsong United,79
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,81
0fiWOxhsBsQQvFDtxUQWo0,Brett Young,76
6KZDXtSj0SzGOV705nNeh3,Kid Ink,82
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,82
0eecdvMrqBftK0M1VKhaF4,CNCO,87
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,79
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,76
0EdvGhlC1FkGItLOWQzG4J,Sublime,77
00oL7zWxmWveTsKF7DnIRd,Kyle Dixon & Michael Stein,80
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,78
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,79
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,80
6deZN1bslXzeGvOLaLMOIF,Nickelback,81
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,84
1By9QBFnjZAoI83BZppHlt,Billy Currington,75
2gBjLmx6zQnFGQJCAQpRgw,Nelly,80
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,81
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,85
7e1ICztHM2Sc4JNLxeMXYl,dvsn,78
1G9G7WwrXka3Z1r7aIDjI7,OutKast,79
26T4yOaOoFJvUvxR87Y9HO,Bethel Music,77
3qBKjEOanahMxlRojwCzhI,Zacari,77
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,77
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,76
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,78
5nSGBmlgUdqWNExnOX8VtV,Rain Sounds,78
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,83
0WOxhx4hikIsyF3CRPLC8W,Famous Dex,76
2o5jDhtHVPhrJdv3cEQ99Z,TiÃ«sto,85
3PhoLpVuITZKcymswpck5b,Elton John,82
4u5smJBskI6Adzv08PuiUP,Kiiara,82
49bzE5vRBRIota4qeHtQM8,Skillet,79
6T5tfhQCknKG4UnH90qGnz,DNCE,83
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,76
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,87
21451j1KhjAiaYKflxBjr1,Zion & Lennox,87
3Fdm9TFJQCLmC3AWMuGExi,Ugly God,75
05fG473iIaoy82BF1aGhL8,Slipknot,81
0ECwFtbIWEVNwjlrfc6xoL,Eagles,79
0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,83
68kEuyFKyqrdQQLLsmiatm,Vince Staples,77
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,82
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,82
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,78
70BYFdaZbEKbeauJ670ysI,Shinedown,77
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,78
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,76
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,77
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,82
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,77
4RddZ3iHvSpGV4dvATac9X,Papa Roach,80
6nxWCVXbOlEVRexSbLsTer,Flume,80
1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,74
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,84
3dRfiJ2650SZu6GbydcHNb,John Williams,79
1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,75
3iri9nBFs9e4wN7PLIetAw,gnash,78
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,82
3AQRLZ9PuTAozP28Skbq8V,The Script,84
51Blml2LZPmy7TTiAg47vQ,U2,84
3FUY2gzHeIiaesXtOAdB7A,Train,79
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,81
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,81
7gP3bB2nilZXLfPHJhMdvc,Foster The People,80
4jogXSSvlyMkODGSZ2wc2P,Calibre 50,78
6GkJh85o22LfD2vgL9DP6f,Dirty Heads,74
19Fi1Rj7kk8kyiwxpXy3yM,August Alsina,76
3Sz7ZnJQBIHsXLUSo0OQtM,Mac Demarco,78
2IDLDx25HU1nQMKde4n61a,Rich Chigga,78
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,74
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,75
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,75
4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,77
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,81
3tVQdUvClmAT7URs9V3rsp,WizKid,82
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,82
4J13m9IZh03PEhoxAxRhXO,Gerardo Ortiz,79
5INjqkS1o8h1imAzPqGZBb,Tame Impala,80
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,78
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,76
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,75
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,78
0my6Pg4I28dVcZLSpAkqhv,El Fantasma,75
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,73
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,82
0NIIxcxNHmOoyBx03SfTCD,Tinashe,79
49tQo2QULno7gxHutgccqF,LANY,81
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,83
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,80
2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,77
0n94vC3S9c3mb2HyNAOcjg,The Head and the Heart,76
3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,75
46gyXjRIvN1NL1eCB8GBxo,All Time Low,78
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,86
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,84
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,74
74eX4C98E4FCrAMl39qRsJ,Theory of a Deadman,76
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,79
4sTQVOfp9vEMCemLw50sbu,Galantis,83
3XHO7cRUPCLOr6jwp8vsx5,alt-J,80
20qISvAhX20dpIbOOzGK3q,Nas,78
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,76
6s22t5Y3prQHyaHWUN1R1C,AJR,77
5XDJlfdfbGNJrOJJNxTcdq,Phora,73
5fyDppLDl1juIu1BcUT5zh,Digital Farm Animals,85
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,81
1okJ4NC308qbtY9LyHn6DO,BloodPopÂ®,84
3SgHzT552wy2W8pNLaLk24,Hillsong Worship,78
5fMUXHkw8R8eOP2RNVYEZX,Diplo,80
33ScadVnbm2X8kkUqOkC6Z,Don Omar,83
0rvjqX7ttXeg3mTy8Xscbt,Journey,78
0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,78
7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf,75
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,84
5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,80
4mxWe1mtYIYfP040G38yvS,Alan Jackson,75
660YptcR0hNHJ8iEr1qcse,Anthony Ramos,75
3vbKDsSS70ZX9D2OcvbZmS,Beck,77
5iNrZmtVMtYev5M9yoWpEq,Seeb,84
1E2AEtxaFaJtH0lO7kgNKw,Russell Dickerson,73
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,82
2wIVse2owClT7go1WT98tk,Missy Elliott,77
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,82
1QDrz3DMMaz3TB1cm0PGDu,Justin Jesso,84
1W3FSF1BLpY3hlVIgvenLz,The-Dream,76
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,74
6Wr3hh341P84m3EI8qdn9O,Rise Against,79
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,78
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,79
3RNrq3jvMZxD9ZyoOZbQOD,Korn,78
0YWxKQj2Go9CGHCp77UOyy,Fabolous,75
6G3sPhnj4JBCsBVBGvZnkk,Okieriete Onaodowan,74
6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,75
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,81
4EzkuveR9pLvDVFNx6foYD,James Bay,81
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,73
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,78
12vb80Km0Ew53ABfJOepVz,Nengo Flow,82
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,78
7gAppWoH7pcYmphCVTXkzs,The Vamps,82
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,74
0tPjSrb43a58uznKru1k2P,A$AP Twelvyy,75
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,80
5exS0bytCYdixgv02DaCm3,William Singe,83
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,80
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,76
7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,79
5QdEbQJ3ylBnc3gsIASAT5,G Herbo,72
4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,73
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,80
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,81
3RtNN1VnooWEn3KQk03DUL,Noriel,82
0YinUQ50QDB7ZxSCLyQ40k,DJ Mustard,76
25uiPmTg16RbhZWAqwLBy5,Charli XCX,81
