song_id,artist_id,duration,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mode,key,track_number,artist_popularity,album_length,release_date,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,mode_confidence,key_confidence,num_bars,num_beats,num_tatums,num_sections,num_segments
3MSFU4EXHCjeAvgsFpNHPn,6ignu1FESsoUapE3EnbCFL,270117,11,0,0.302,0.424,-7.965,0.0416,0.143,0.0206,0.122,0.129,138.535,4,1,4,8,40,14,9762,5.7005,261.21288,0.351,0.86,0.595,0.655,142,573,1146,9,834
4fvsD2eImTDFl9nRaCxfiG,6ignu1FESsoUapE3EnbCFL,189090,22,0,0.218,0.864,-5.42,0.043,0.000137,0.00593,0.199,0.394,103.055,4,1,11,4,40,10,8884,0.0,178.21896,0.553,0.917,0.579,0.543,77,311,622,6,546
1GzGbCREHFtYnvtGxbSqfJ,6ignu1FESsoUapE3EnbCFL,226404,12,0,0.547,0.852,-4.941,0.04,0.0041,0.0115,0.321,0.419,133.64,4,1,2,4,40,14,9762,0.0,218.82485,0.622,0.942,0.695,0.509,123,491,982,8,703
2v9xhFIjFhTrgkG5r7pLpx,6ignu1FESsoUapE3EnbCFL,179323,10,0,0.299,0.899,-3.68,0.05,0.0702,0.000101,0.216,0.314,167.396,4,1,0,3,40,14,9762,0.08122,169.90041,0.338,1.0,0.61,0.741,123,495,990,8,506
6rm5cN1CFO4FQUaK3jzatK,6ignu1FESsoUapE3EnbCFL,146615,11,0,0.45,0.556,-5.765,0.0422,0.0637,0.0548,0.11,0.0608,142.901,4,1,0,5,40,14,9762,0.12771,143.20907,0.56,0.248,0.668,0.663,87,345,690,7,439
76zTrxMOaJ1xU0P0gi1a0u,6ignu1FESsoUapE3EnbCFL,109187,22,0,0.409,0.2,-17.309,0.0315,0.565,0.00649,0.141,0.168,72.577,4,1,0,1,40,14,9762,0.12585,109.18775,0.422,1.0,0.592,0.375,32,132,264,4,330
3fy6TX95u57BK38Nw35puE,6ignu1FESsoUapE3EnbCFL,227178,8,0,0.377,0.715,-5.477,0.0426,0.00358,7.12e-05,0.18,0.414,78.661,4,1,2,14,40,14,9762,0.28426,217.50132,0.025,0.843,0.644,0.588,71,286,572,8,646
7MRyJPksH3G2cXHN8UKYzP,4tX2TplrkIP4v05BNC903e,214733,68,0,0.55,0.824,-5.988,0.0334,0.448,0.000127,0.366,0.777,114.512,4,1,2,10,77,10,-4771,2.65868,195.20435,0.726,1.0,0.461,0.859,100,402,804,11,751
5eYwDBLucWfWI5KsV7oYX2,4tX2TplrkIP4v05BNC903e,272266,68,0,0.402,0.814,-4.954,0.14,0.0383,1.19e-06,0.266,0.516,170.02,4,1,10,15,77,34,3681,0.4541,260.12735,0.148,1.0,0.561,0.538,189,756,1512,14,841
5x53pbGk6sbl1BGom19QQ5,4tX2TplrkIP4v05BNC903e,163893,64,0,0.625,0.35,-8.395,0.0436,0.398,6.76e-05,0.123,0.69,113.688,4,0,9,2,77,10,-4771,2.06658,151.83528,0.418,1.0,0.608,0.605,76,305,610,8,542
75wP08AtMfGfjk0nPdvVw3,4tX2TplrkIP4v05BNC903e,264333,64,0,0.467,0.955,-6.095,0.0438,0.000724,0.312,0.525,0.693,169.833,4,1,9,11,77,34,3681,0.4405,253.21941,0.341,0.945,0.328,0.691,186,739,1478,13,1084
17S4XrLvF5jlGvGCJHgF51,4tX2TplrkIP4v05BNC903e,242106,63,0,0.659,0.739,-9.906,0.0287,0.204,0.000564,0.365,0.937,116.728,4,1,0,1,77,12,396,0.31329,228.91392,0.839,1.0,0.642,0.652,116,468,936,8,918
5AzpZ5ADn1AFPxcEBd2Ugf,4tX2TplrkIP4v05BNC903e,161786,52,0,0.76,0.815,-4.247,0.0279,0.235,6.38e-06,0.095,0.955,116.548,4,1,0,6,77,18,-3696,0.07528,149.61197,0.79,1.0,0.489,0.343,77,310,620,10,574
2iW5uc25ziGLlNMqdhFJad,4tX2TplrkIP4v05BNC903e,184960,58,0,0.481,0.906,-3.705,0.0349,0.334,0.603,0.043,0.364,127.955,4,1,9,7,77,10,-4228,3.38431,177.87066,0.889,0.756,0.935,1.0,94,378,756,10,608
4mcZYzoGwPRDdhWVlygiHf,4tX2TplrkIP4v05BNC903e,201693,54,0,0.579,0.718,-4.834,0.0362,0.0289,0,0.088,0.712,116.155,4,0,6,1,77,18,-3696,0.0,188.93497,0.879,1.0,0.529,0.411,95,386,772,10,712
65e26luF3vz3lfMnbmO3RP,4tX2TplrkIP4v05BNC903e,141533,55,0,0.478,0.797,-9.454,0.0308,0.00834,1.16e-06,0.495,0.686,154.351,4,0,4,4,77,18,7331,0.0,141.53334,0.679,1.0,0.542,0.573,91,361,722,9,462
2AX3BnBmNwR2lHZhkKvmXJ,4tX2TplrkIP4v05BNC903e,144026,55,0,0.679,0.709,-5.427,0.0322,0.211,8.83e-06,0.339,0.95,126.974,4,1,11,5,77,10,-4771,2.06658,136.08635,0.965,1.0,0.932,1.0,74,299,598,8,509
7cobgffJQLLn6j32H84W4x,6ajHSKuOp3WolBjTkvi8Ww,111760,14,0,0.664,0.835,-8.246,0.0352,0.139,0.58,0.36,0.984,127.75,4,1,0,9,20,30,9033,0.5341,107.94376,0.956,1.0,0.535,0.648,57,231,462,5,543
6JHPbxsdMWHUze8FBOgBA2,6ajHSKuOp3WolBjTkvi8Ww,238506,11,0,0.66,0.779,-7.966,0.0325,0.314,0.000197,0.233,0.875,124.363,4,1,7,5,20,13,2221,0.19451,235.26458,0.836,1.0,0.592,1.0,122,489,978,11,999
1hEIxjfNF686zqIYm1Wj4P,6ajHSKuOp3WolBjTkvi8Ww,110466,11,0,0.806,0.831,-6.503,0.0365,0.263,0.688,0.235,0.996,123.519,4,1,0,16,20,18,5871,0.36068,106.7015,0.876,1.0,0.759,0.808,55,219,438,5,436
18On3Q01YqSYNZA68aRmXh,6ajHSKuOp3WolBjTkvi8Ww,123826,10,0,0.694,0.821,-6.13,0.0298,0.311,0.246,0.0379,0.974,126.709,4,1,0,1,20,18,5871,0.37927,119.25188,0.959,1.0,0.738,0.806,62,255,510,7,459
41jyBU1NLQgn85x4HGeqd1,6ajHSKuOp3WolBjTkvi8Ww,102533,9,0,0.893,0.752,-7.72,0.0353,0.201,0.854,0.0358,0.973,124.986,4,1,0,15,20,18,5871,0.37737,99.14921,0.951,0.926,0.465,0.767,51,208,416,6,382
4SC1aouyZzK8wbCtcB2sth,6ajHSKuOp3WolBjTkvi8Ww,132200,8,0,0.71,0.877,-5.784,0.0326,0.532,0.0408,0.265,0.985,123.558,4,1,0,18,20,18,5871,0.40785,127.89551,0.893,0.976,0.652,0.771,65,263,526,8,649
453eFX2DdEHVYatLc7Cx4d,6ajHSKuOp3WolBjTkvi8Ww,206666,7,0,0.65,0.879,-7.81,0.0293,0.196,0.631,0.306,0.978,125.731,4,1,0,10,20,18,5871,0.37769,201.94395,0.951,0.99,0.702,0.561,106,423,846,10,857
0LtQDZi2ioRW4nUCwsd85S,6ajHSKuOp3WolBjTkvi8Ww,211106,7,0,0.609,0.82,-6.799,0.0351,0.404,0.172,0.0555,0.974,121.168,4,1,0,6,20,18,5871,0.35964,207.45288,0.906,1.0,0.681,0.641,104,420,840,13,1008
277JSefRR5lEho2cQwEqqQ,6ajHSKuOp3WolBjTkvi8Ww,93173,7,0,0.673,0.841,-6.793,0.0295,0.3,0.939,0.26,0.976,127.037,4,1,0,8,20,18,5871,0.36508,89.64063,0.946,1.0,0.687,0.714,47,190,380,5,368
15ZCwbeTDynaHIksXypiRK,6ajHSKuOp3WolBjTkvi8Ww,171933,3,0,0.687,0.758,-10.013,0.03,0.184,1.37e-05,0.131,0.961,126.079,4,1,8,8,20,12,3316,0.36757,167.46812,0.943,1.0,0.737,0.647,87,351,702,9,726
1UdDm2wHVnlz3J5XQmO5xU,4VkkpneXeQniEBuARGhF5X,202573,36,0,0.722,0.518,-10.25,0.0409,0.204,0.000432,0.128,0.406,117.924,4,1,2,6,30,6,10007,0.16816,191.01315,0.83,1.0,0.409,0.225,99,395,790,8,747
2rrnndcY8aBkzpn0E6X5Dx,4VkkpneXeQniEBuARGhF5X,295013,28,0,0.652,0.571,-8.107,0.0272,0.117,1.16e-06,0.111,0.236,80.984,4,1,7,5,30,6,10007,3.3785,278.98776,0.085,1.0,0.759,0.806,96,390,780,12,921
1a4KEVovog0OydtafzUQz5,4VkkpneXeQniEBuARGhF5X,255933,17,0,0.622,0.7,-6.717,0.0274,0.0309,0,0.194,0.375,98.016,4,1,2,4,30,6,10007,0.2844,244.85442,0.27,1.0,0.81,0.8,102,413,826,10,865
24tWEkYmisURrdUdFQ9aFX,4VkkpneXeQniEBuARGhF5X,257613,16,0,0.543,0.703,-7.535,0.0557,0.22,0,0.229,0.66,164.17,4,1,2,1,30,6,10007,0.74395,254.43265,0.041,0.999,0.798,0.664,173,695,1390,13,879
07OClnJcIPTlPXuMtlOZXY,4VkkpneXeQniEBuARGhF5X,231226,15,0,0.647,0.777,-7.507,0.0362,0.268,4.19e-05,0.147,0.664,99.99,4,1,7,2,30,6,10007,0.16553,227.17243,0.155,0.975,0.766,0.461,93,379,758,12,827
4nSUTcPGHnX0riGnmG7ANm,4VkkpneXeQniEBuARGhF5X,302986,15,0,0.66,0.363,-12.064,0.0308,0.386,1.82e-05,0.261,0.478,135.89,4,1,9,3,30,6,10007,0.46372,288.39184,0.119,1.0,0.706,0.842,164,661,1322,17,856
1pKeFVVUOPjFsOABub0OaV,66CXWjxzNUsdJxJ2JdwvnR,226160,76,1,0.65,0.728,-5.914,0.232,0.0373,0,0.328,0.619,159.167,4,0,6,5,91,15,9660,0.24948,218.26177,0.412,1.0,0.588,0.534,147,588,1176,15,890
7xoUc6faLbCqZO6fQEYprd,66CXWjxzNUsdJxJ2JdwvnR,197266,73,0,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,1,8,3,91,15,9025,0.3537,192.05224,0.72,1.0,0.513,0.474,101,400,800,8,686
2meEiZKWkiN28gITzFwQo5,66CXWjxzNUsdJxJ2JdwvnR,244453,74,0,0.636,0.728,-5.871,0.0999,0.0153,1.46e-06,0.154,0.384,107.986,4,1,9,4,91,15,9660,0.0,235.91474,0.376,1.0,0.388,0.292,108,434,868,16,899
6yL2kTsdVwYnGwPkKGtMd5,66CXWjxzNUsdJxJ2JdwvnR,194840,73,1,0.64,0.742,-4.461,0.0488,0.0176,0,0.157,0.403,130.972,4,0,7,9,91,15,9660,0.19728,187.9307,0.637,1.0,0.658,0.737,104,419,838,9,736
0lizgQ7Qw35od7CYaoMBZb,66CXWjxzNUsdJxJ2JdwvnR,204093,72,0,0.506,0.628,-7.316,0.173,0.0545,0,0.301,0.556,191.708,4,1,7,1,91,1,9114,0.31982,200.24308,0.1,0.981,0.669,0.706,162,639,1278,9,790
7l94dyN2hX9c6wWcZQuOGJ,66CXWjxzNUsdJxJ2JdwvnR,235946,72,0,0.672,0.605,-5.353,0.0378,0.0499,0,0.357,0.297,134.015,3,1,7,2,91,15,9660,0.33116,226.42358,0.591,1.0,0.308,0.0,170,512,1024,12,754
5mRNFh0zp9qY1kDpecN9ot,66CXWjxzNUsdJxJ2JdwvnR,227933,66,0,0.484,0.543,-7.005,0.0281,0.142,0,0.105,0.301,81.326,4,1,6,18,91,19,9955,0.11624,218.85968,0.273,1.0,0.456,0.174,75,302,604,11,712
66wkCYWlXzSTQAfnsPBptt,4LLpKhyESsyAXpc4laK94U,216000,71,0,0.861,0.33,-7.194,0.0526,0.627,1.93e-06,0.14,0.718,95.016,4,1,6,9,81,10,9776,0.0,207.04653,0.953,0.976,0.65,0.629,86,342,684,8,820
12KUFSHFgT0XCoiSlvdQi4,66CXWjxzNUsdJxJ2JdwvnR,214840,69,0,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,4,0,7,5,91,15,9025,0.15093,210.57596,0.839,0.913,0.595,0.302,115,457,914,11,781
1w1kzejjmiMhdWAOecgo4l,66CXWjxzNUsdJxJ2JdwvnR,197253,70,0,0.671,0.71,-6.749,0.276,0.00388,1.58e-06,0.14,0.711,98.074,4,1,7,8,91,13,9783,0.21088,190.29333,0.407,1.0,0.541,0.482,79,314,628,9,817
14EgW52HVqnLHd30bgbPxg,7c0XG5cIJTrrAgEC3ULPiq,233248,78,0,0.509,0.631,-6.312,0.0566,0.0976,0,0.058,0.157,154.359,4,0,7,1,95,1,10194,3.6049,225.6283,0.057,0.98,0.633,0.727,146,589,1178,11,807
104buTcnP2AsxqB7U1FIZ4,6XyY86QOPPrYVGvF9ch6wz,169800,77,1,0.59,0.671,-6.098,0.0706,0.0484,0,0.0604,0.438,149.982,4,1,9,6,91,10,10024,2.51356,160.50213,0.25,0.891,0.306,0.114,102,410,820,9,582
3QWjljChcOMkRDYSzF33Qr,4u5smJBskI6Adzv08PuiUP,160596,76,1,0.87,0.502,-7.497,0.0549,0.549,0.00356,0.0916,0.673,82.53,4,0,5,1,82,1,9987,0.23211,155.62014,0.072,1.0,0.469,0.208,54,221,442,11,642
