song_id,artist_id,duration,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mode,key,track_number,artist_popularity,album_length,release_date,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,mode_confidence,key_confidence,num_bars,num_beats,num_tatums,num_sections,num_segments
0svl7cK07gK1ia5ainczU5,1YfEcTuGvBQ8xSD1f53UnK,231240,69,1,0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,4,0,4,10,79,20,4337,0.0,226.15655,0.043,1.0,0.059,0.202,79,320,640,14,1220
0YImOCkIJ2PWhCXaURCZnY,1YfEcTuGvBQ8xSD1f53UnK,324306,65,1,0.648,0.759,-4.315,0.306,0.0142,0,0.648,0.518,85.996,4,1,6,12,79,19,4411,3.05923,324.30667,0.86,0.987,0.444,0.547,117,466,932,9,1427
6q2KMzd7tveHHSEUnWbdjQ,1YfEcTuGvBQ8xSD1f53UnK,226880,62,1,0.714,0.904,-2.656,0.279,0.00615,0,0.205,0.746,96.032,4,1,1,1,79,1,10120,0.17995,219.03964,0.348,1.0,0.354,0.126,89,362,724,10,1013
1NHwvBmrUje4L1dxfWnXCH,1YfEcTuGvBQ8xSD1f53UnK,194293,62,1,0.906,0.623,-6.711,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,4,0,1,8,79,18,2555,0.0,184.00073,0.344,1.0,0.407,0.457,80,321,642,7,937
47wZfF4OdME3xkIPhhpSSF,1YfEcTuGvBQ8xSD1f53UnK,158466,60,1,0.591,0.855,-8.339,0.339,0.00832,5.87e-05,0.771,0.78,136.734,4,0,11,10,79,19,2920,0.0,158.46666,0.144,1.0,0.573,0.623,89,361,722,10,824
0xDxS2g775ttrfrwDQl9f8,1YfEcTuGvBQ8xSD1f53UnK,252360,52,0,0.673,0.607,-8.855,0.219,0.019,0,0.0708,0.526,86.055,4,1,4,13,79,22,5059,0.35456,243.56571,0.824,1.0,0.311,0.45,91,360,720,11,1109
09WxJCWFMWAxTHBLLelpDS,1YfEcTuGvBQ8xSD1f53UnK,272813,50,1,0.716,0.924,-5.433,0.324,0.0985,0,0.306,0.786,92.022,4,1,1,5,79,13,2190,0.0,267.8712,0.113,1.0,0.552,0.688,103,415,830,11,1380
6lVM5MWbQuukUFfslPyHKT,1YfEcTuGvBQ8xSD1f53UnK,274706,50,1,0.782,0.789,-4.077,0.478,0.138,0.00401,0.104,0.536,94.811,4,0,8,12,79,20,4337,0.06503,271.80118,0.37,0.986,0.0,0.043,108,432,864,7,1257
5uSxM9u1HVdX32e6CIH9h4,1YfEcTuGvBQ8xSD1f53UnK,355666,47,1,0.513,0.827,-3.958,0.309,0.0287,0,0.181,0.378,115.029,5,0,1,1,79,7,9026,0.56254,347.48662,0.014,1.0,0.343,0.332,154,617,1234,9,1594
5RKyuKxNUq45g3AnQ9LbaU,1V4Kn73kzoIxJga3wmvzFJ,182415,48,1,0.808,0.429,-10.648,0.239,0.00352,0,0.0549,0.418,66.776,5,0,1,1,49,1,10047,0.0,176.8722,0.052,0.891,0.707,0.915,51,204,408,9,803
